# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
9.22            	p               	3.91145063e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94456794e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.24            	p               	3.99845706e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94660794e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.26            	p               	3.92180358e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94910671e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.28            	p               	3.96806872e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94709560e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.3             	p               	3.90742111e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94527968e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.32            	p               	3.93834651e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94524082e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.34            	p               	3.92540874e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94530229e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.36            	p               	3.92396815e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94830922e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.38            	p               	3.96747412e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94851511e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.4             	p               	3.91184025e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94535504e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.42            	p               	3.99808323e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94562614e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.44            	p               	3.92587166e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94446775e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.46            	p               	3.97772633e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94742981e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.48            	p               	3.94120198e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94927669e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.5             	p               	3.96748679e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94609583e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.52            	p               	3.92607331e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94547687e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.54            	p               	3.98092657e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94470123e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.56            	p               	3.92736559e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94631613e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.58            	p               	3.99691342e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94895390e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.6             	p               	3.91477797e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94743564e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.62            	p               	3.97710485e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94525051e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.64            	p               	3.91330127e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94538080e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.66            	p               	3.95095082e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94503031e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.68            	p               	3.90770060e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94810717e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.7             	p               	3.92770143e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94877974e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.72            	p               	3.94281618e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94546182e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.74            	p               	3.91073057e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94562851e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.76            	p               	4.01078386e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94443015e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.78            	p               	3.91665530e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94720611e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.8             	p               	3.98963463e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94929190e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.82            	p               	3.93081137e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94636537e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.84            	p               	3.95559662e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94540996e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.86            	p               	3.92993273e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94485905e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.88            	p               	3.93704311e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94601065e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.9             	p               	3.96716932e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94877371e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.92            	p               	3.93427850e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94777722e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.94            	p               	3.97149878e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94524585e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.96            	p               	3.92951962e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94549347e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
9.98            	p               	3.95504869e-01	(5.70315691e-01 8.27914143e-02 1.40075218e-19)	12	1.94479734e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
10              	p               	3.91523197e-01	(5.54690699e-01 8.55293028e-02 -9.92063244e-20)	12	1.94790723e+00	(5.46844863e-02 1.70820867e-02 -3.65158145e-20)	13
