# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
9.44            	p               	3.99432716e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94242787e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.46            	p               	3.96181654e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94822307e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.48            	p               	3.92353033e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94408483e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.5             	p               	3.90629164e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94783306e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.52            	p               	3.89683212e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94451057e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.54            	p               	3.89805937e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94304577e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.56            	p               	3.89908067e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94746684e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.58            	p               	3.97024267e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94363471e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.6             	p               	3.97645061e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94842185e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.62            	p               	3.93486864e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94415677e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.64            	p               	3.91075072e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94469774e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.66            	p               	3.89886215e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94639197e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.68            	p               	3.90753700e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94286188e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.7             	p               	3.89010609e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94852829e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.72            	p               	3.94042068e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94413748e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.74            	p               	3.98819304e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94655718e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.76            	p               	3.94806101e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94530285e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.78            	p               	3.91615817e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94242808e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.8             	p               	3.90231950e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94821877e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.82            	p               	3.89870232e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94408309e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.84            	p               	3.88970224e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94784040e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.86            	p               	3.91618465e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94450592e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.88            	p               	3.99568044e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94305613e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.9             	p               	3.96174192e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94745877e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.92            	p               	3.92337845e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94362929e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.94            	p               	3.90607112e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94842464e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.96            	p               	3.89612462e-01	(5.35157052e-01 8.54582238e-02 3.39696596e-19)	2	1.94415572e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
9.98            	p               	3.89659193e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94471279e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
10              	p               	3.89957748e-01	(5.27344553e-01 8.68314735e-02 -1.46568437e-19)	2	1.94638295e+00	(2.73429996e-02 8.55624250e-03 1.02607584e-18)	3
