# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
6.24            	p               	3.93536437e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95148925e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.26            	p               	3.95447516e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95143681e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.28            	p               	3.97253601e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95138685e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.3             	p               	3.97555877e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95135192e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.32            	p               	3.92501117e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95133861e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.34            	p               	3.90561052e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95134478e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.36            	p               	3.92397946e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95136051e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.38            	p               	3.91832772e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95137261e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.4             	p               	3.91941093e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95137049e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.42            	p               	3.92638878e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95135094e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.44            	p               	3.94078522e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95131936e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.46            	p               	3.95998424e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95128678e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.48            	p               	3.97373720e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95126420e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.5             	p               	3.95390414e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95125741e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.52            	p               	3.91315511e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95126461e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.54            	p               	3.90696692e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95127830e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.56            	p               	3.92018310e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95128980e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.58            	p               	3.91730932e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95129402e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.6             	p               	3.92006984e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95129177e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.62            	p               	3.92923446e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95128896e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.64            	p               	3.94556857e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95129276e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.66            	p               	3.96414850e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95130735e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.68            	p               	3.97278848e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95133191e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.7             	p               	3.93892397e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95136168e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.72            	p               	3.90957733e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95139085e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.74            	p               	3.91664188e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95141536e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.76            	p               	3.92060130e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95143430e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.78            	p               	3.91937305e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95144961e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.8             	p               	3.92340091e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95146442e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.82            	p               	3.93459165e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95148102e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.84            	p               	3.95237875e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95149933e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.86            	p               	3.96941963e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95151654e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.88            	p               	3.97262698e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95152781e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.9             	p               	3.92800847e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95152780e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.92            	p               	3.90932776e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95151256e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.94            	p               	3.92726299e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95148128e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.96            	p               	3.92182663e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95143744e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
6.98            	p               	3.92178923e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95138881e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7               	p               	3.92722625e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95134544e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.02            	p               	3.94006898e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95131672e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.04            	p               	3.95825755e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95130836e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.06            	p               	3.97240074e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95131999e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.08            	p               	3.95829996e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95134402e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.1             	p               	3.91679770e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95136723e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.12            	p               	3.90795955e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95137531e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.14            	p               	3.92326492e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95135907e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.16            	p               	3.91949596e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95131939e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.18            	p               	3.92099911e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95126794e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.2             	p               	3.92853893e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95122296e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.22            	p               	3.94340523e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95120160e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.24            	p               	3.96164574e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95121237e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.26            	p               	3.97193778e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95125141e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.28            	p               	3.94241341e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95130419e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.3             	p               	3.90959911e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95135146e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.32            	p               	3.91259633e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95137731e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.34            	p               	3.92022729e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95137641e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.36            	p               	3.91836219e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95135612e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.38            	p               	3.92180963e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95133218e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.4             	p               	3.93231436e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95132132e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.42            	p               	3.94981088e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95133458e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.44            	p               	3.96763831e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95137394e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.46            	p               	3.97264039e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95143254e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.48            	p               	3.93021992e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95149730e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.5             	p               	3.90801074e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95155275e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.52            	p               	3.92335707e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95158500e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.54            	p               	3.92012624e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95158555e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.56            	p               	3.92013128e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95155395e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.58            	p               	3.92601657e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95149847e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.6             	p               	3.93967261e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95143428e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.62            	p               	3.95904844e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95137915e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.64            	p               	3.97444524e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95134779e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.66            	p               	3.96122130e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95134635e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.68            	p               	3.91768316e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95136949e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.7             	p               	3.90750161e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95140188e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.72            	p               	3.92221320e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95142424e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.74            	p               	3.91840298e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95142142e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.76            	p               	3.92059336e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95138905e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.78            	p               	3.92942092e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95133588e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.8             	p               	3.94592808e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95128037e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.82            	p               	3.96553977e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95124249e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.84            	p               	3.97578336e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95123457e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.86            	p               	3.93962095e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95125551e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.88            	p               	3.90680152e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95129167e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.9             	p               	3.91185698e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95132384e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.92            	p               	3.91709264e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95133668e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.94            	p               	3.91595300e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95132545e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.96            	p               	3.92094644e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95129725e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
7.98            	p               	3.93348124e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95126689e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8               	p               	3.95280793e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95125004e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.02            	p               	3.97100788e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95125678e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.04            	p               	3.97385936e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95128830e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.06            	p               	3.92371620e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95133746e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.08            	p               	3.90512111e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95139226e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.1             	p               	3.92192463e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95144045e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.12            	p               	3.91642157e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95147335e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.14            	p               	3.91779326e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95148787e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.16            	p               	3.92582217e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95148650e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.18            	p               	3.94183110e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95147567e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.2             	p               	3.96241342e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95146340e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.22            	p               	3.97617434e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95145665e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.24            	p               	3.95164301e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95145909e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.26            	p               	3.91295534e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95146951e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.28            	p               	3.91045342e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95148201e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.3             	p               	3.92028560e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95148812e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.32            	p               	3.91810948e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95148040e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.34            	p               	3.92181287e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95145587e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.36            	p               	3.93256855e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95141767e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.38            	p               	3.95058760e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95137437e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.4             	p               	3.96969825e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95133747e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.42            	p               	3.97643334e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95131701e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.44            	p               	3.93228601e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95131677e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.46            	p               	3.90574591e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95133153e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.48            	p               	3.91830788e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95134887e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.5             	p               	3.91809286e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95135506e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.52            	p               	3.91815926e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95134215e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.54            	p               	3.92397165e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95131199e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.56            	p               	3.93711625e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95127525e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.58            	p               	3.95610399e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95124598e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.6             	p               	3.97204585e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95123492e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.62            	p               	3.96446498e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95124490e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.64            	p               	3.91859366e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95127017e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.66            	p               	3.90549562e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95129951e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.68            	p               	3.92140241e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95132182e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.7             	p               	3.91715339e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95133200e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.72            	p               	3.91894351e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95133294e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.74            	p               	3.92705522e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95133262e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.76            	p               	3.94270603e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95133883e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.78            	p               	3.96205896e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95135529e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.8             	p               	3.97362788e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95138094e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.82            	p               	3.94685740e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95141162e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.84            	p               	3.91222526e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95144232e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.86            	p               	3.91322135e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95146876e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.88            	p               	3.92122918e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95148809e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.9             	p               	3.91917781e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95149903e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.92            	p               	3.92240374e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95150188e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.94            	p               	3.93261537e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95149815e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.96            	p               	3.94998064e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95148997e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
8.98            	p               	3.96829426e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95147939e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9               	p               	3.97453064e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95146754e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.02            	p               	3.93281391e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95145423e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.04            	p               	3.90850183e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95143798e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.06            	p               	3.92159560e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95141702e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.08            	p               	3.92122379e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95139080e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.1             	p               	3.92073956e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95136121e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.12            	p               	3.92551563e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95133261e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.14            	p               	3.93745280e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95131085e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.16            	p               	3.95535220e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95130117e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.18            	p               	3.97092251e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95130519e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.2             	p               	3.96637927e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95131882e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.22            	p               	3.92043948e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95133269e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.24            	p               	3.90610019e-01	(7.18799894e-01 7.83435919e-02 -4.21203696e-19)	13	1.95133588e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.26            	p               	3.92369841e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95132136e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.28            	p               	3.91903766e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95129032e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.3             	p               	3.92005222e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95125279e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.32            	p               	3.92683072e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95122378e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
9.34            	p               	3.94092481e-01	(7.81299420e-01 6.75987467e-02 -1.23816138e-18)	0	1.95121676e+00	(2.18700580e-01 6.75987467e-02 5.27080384e-19)	12
