# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
0.92            	p               	1.64366038e-02	(6.15625000e-01 2.03125000e-01 3.08596063e-19)	9	1.49836879e+01	(1.01562500e+00 9.96875000e-01 3.67785470e-18)	15
0.94            	mag(U)          	1.07950530e-02	(5.96875000e-01 0.00000000e+00 2.12503626e-18)	9	3.50227404e+00	(6.59375000e-01 2.15625000e-01 2.61373035e-18)	9
0.94            	rho             	1.83518772e-02	(6.21875000e-01 2.03125000e-01 2.85105016e-20)	9	8.70829805e+00	(1.00312500e+00 9.96875000e-01 1.46925055e-16)	15
0.94            	p               	4.93298627e-03	(6.21875000e-01 2.03125000e-01 2.85105016e-20)	9	1.51372865e+01	(1.00312500e+00 9.96875000e-01 1.46925055e-16)	15
0.96            	mag(U)          	1.17151448e-02	(5.96875000e-01 0.00000000e+00 2.12503626e-18)	9	3.48339003e+00	(6.84375000e-01 2.15625000e-01 2.16840434e-20)	9
0.96            	rho             	1.24448079e-02	(6.28125000e-01 2.00000000e-01 -3.32488666e-19)	9	8.83037766e+00	(9.96875000e-01 9.96875000e-01 -7.14463131e-17)	15
0.96            	p               	4.97568036e-03	(6.28125000e-01 2.03125000e-01 1.73110947e-18)	9	1.55474675e+01	(9.96875000e-01 9.96875000e-01 -7.14463131e-17)	15
0.98            	mag(U)          	1.17805485e-02	(6.00000000e-01 3.12500000e-03 -4.33680869e-20)	9	3.44946203e+00	(6.71875000e-01 2.09375000e-01 -9.93249657e-19)	9
0.98            	rho             	2.54037915e-02	(6.34375000e-01 2.03125000e-01 -1.26490253e-20)	9	8.97097371e+00	(9.90625000e-01 9.96875000e-01 7.27786771e-17)	15
0.98            	p               	1.65615115e-02	(6.34375000e-01 2.03125000e-01 -1.26490253e-20)	9	1.59883397e+01	(9.90625000e-01 9.96875000e-01 7.27786771e-17)	15
1               	mag(U)          	1.16626642e-02	(5.96875000e-01 0.00000000e+00 2.12503626e-18)	9	3.44595064e+00	(6.53125000e-01 2.15625000e-01 2.47318562e-18)	9
1               	rho             	2.78454370e-02	(6.21875000e-01 2.03125000e-01 2.85105016e-20)	9	8.91366520e+00	(9.84375000e-01 9.96875000e-01 7.47372682e-17)	15
1               	p               	1.00149766e-02	(6.21875000e-01 2.03125000e-01 2.85105016e-20)	9	1.59399679e+01	(9.84375000e-01 9.96875000e-01 7.47372682e-17)	15
1.02            	mag(U)          	1.19115827e-02	(6.00000000e-01 3.12500000e-03 -4.33680869e-20)	9	3.47915296e+00	(6.78125000e-01 2.15625000e-01 2.56755137e-18)	9
1.02            	rho             	1.32854454e-02	(6.28125000e-01 2.03125000e-01 1.73110947e-18)	9	9.09943358e+00	(9.71875000e-01 9.96875000e-01 1.47752261e-16)	15
