# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
1.02            	p               	2.24716728e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.72333196e+01	(9.60937500e-01 9.98437500e-01 1.50178665e-16)	0
1.04            	mag(U)          	5.85498802e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.66100170e+00	(6.54687500e-01 2.07812500e-01 -6.36868387e-19)	6
1.04            	rho             	1.24004467e-02	(6.23437500e-01 2.01562500e-01 3.54775044e-19)	6	9.54711176e+00	(9.54687500e-01 9.98437500e-01 1.47598666e-16)	0
1.04            	p               	5.79416394e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.75527591e+01	(9.54687500e-01 9.98437500e-01 1.47598666e-16)	0
1.06            	mag(U)          	4.44549596e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.65548428e+00	(6.42187500e-01 2.07812500e-01 1.46078775e-16)	6
1.06            	rho             	6.44518550e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	9.54738149e+00	(9.48437500e-01 9.98437500e-01 1.45849888e-16)	0
1.06            	p               	1.56038911e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.76380360e+01	(9.48437500e-01 9.98437500e-01 1.45849888e-16)	0
1.08            	mag(U)          	5.85074299e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.63659095e+00	(6.29687500e-01 2.07812500e-01 1.42150952e-19)	6
1.08            	rho             	1.15704648e-02	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	9.62520199e+00	(9.42187500e-01 9.98437500e-01 -1.51672254e-16)	0
1.08            	p               	2.24852888e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.79323350e+01	(9.42187500e-01 9.98437500e-01 -1.51672254e-16)	0
1.1             	mag(U)          	5.83546021e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.66778630e+00	(6.51562500e-01 2.07812500e-01 3.55995776e-17)	6
1.1             	rho             	7.80327476e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	9.78834485e+00	(9.35937500e-01 9.98437500e-01 4.46329894e-19)	0
1.1             	p               	3.48732028e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	1.83425387e+01	(9.35937500e-01 9.98437500e-01 4.46329894e-19)	0
1.12            	mag(U)          	4.76604665e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.59842446e+00	(6.32812500e-01 2.10937500e-01 4.19224840e-19)	6
1.12            	rho             	8.62284136e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	9.87821728e+00	(9.29687500e-01 9.98437500e-01 -3.13615517e-19)	0
1.12            	p               	2.13265391e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.82948420e+01	(9.29687500e-01 9.98437500e-01 -3.13615517e-19)	0
1.14            	mag(U)          	5.77837356e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.63239544e+00	(6.32812500e-01 2.07812500e-01 -3.45784197e-17)	6
1.14            	rho             	1.42907873e-02	(6.23437500e-01 2.01562500e-01 3.54775044e-19)	6	9.80556448e+00	(9.26562500e-01 9.98437500e-01 1.52010766e-16)	0
1.14            	p               	4.76918173e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.86026529e+01	(9.26562500e-01 9.98437500e-01 1.52010766e-16)	0
1.16            	mag(U)          	5.61399186e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.62061861e+00	(6.42187500e-01 2.07812500e-01 1.46078775e-16)	6
1.16            	rho             	6.08613776e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.00482964e+01	(9.20312500e-01 9.98437500e-01 1.48301389e-16)	0
1.16            	p               	1.64909169e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.92467334e+01	(9.20312500e-01 9.98437500e-01 1.48301389e-16)	0
1.18            	mag(U)          	4.41136897e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.56457300e+00	(6.76562500e-01 2.10937500e-01 -8.57322829e-20)	3
1.18            	rho             	1.11209135e-02	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	9.96108237e+00	(9.14062500e-01 9.98437500e-01 1.50178665e-16)	0
1.18            	p               	2.49989374e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.89911689e+01	(9.17187500e-01 9.98437500e-01 -2.31296463e-19)	0
1.2             	mag(U)          	5.59830052e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.58064692e+00	(6.51562500e-01 2.07812500e-01 3.55995776e-17)	6
1.2             	rho             	7.03032664e-03	(6.20312500e-01 2.00000000e-01 1.18539438e-18)	6	1.01714071e+01	(9.10937500e-01 9.98437500e-01 1.46262487e-16)	0
1.2             	p               	4.00612976e-03	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	1.97082819e+01	(9.10937500e-01 9.98437500e-01 1.46262487e-16)	0
1.22            	mag(U)          	5.66056173e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.53697588e+00	(6.82812500e-01 2.10937500e-01 -5.20417043e-19)	3
1.22            	rho             	8.37101865e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.00056876e+01	(9.07812500e-01 9.98437500e-01 1.47598666e-16)	0
1.22            	p               	1.46505918e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.94193454e+01	(9.07812500e-01 9.98437500e-01 1.47598666e-16)	0
1.24            	mag(U)          	5.66365498e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.58747907e+00	(6.54687500e-01 2.07812500e-01 -6.36868387e-19)	6
1.24            	rho             	9.26361790e-03	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	1.03031656e+01	(9.01562500e-01 9.98437500e-01 1.45849888e-16)	0
1.24            	p               	5.47244955e-03	(6.23437500e-01 2.01562500e-01 3.54775044e-19)	6	2.02123035e+01	(9.01562500e-01 9.98437500e-01 1.45849888e-16)	0
1.26            	mag(U)          	5.44746317e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.57401175e+00	(6.32812500e-01 2.10937500e-01 4.19224840e-19)	6
1.26            	rho             	9.22969746e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.02199337e+01	(8.98437500e-01 9.98437500e-01 -1.50925360e-16)	0
1.26            	p               	1.76513737e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	2.01957738e+01	(8.98437500e-01 9.98437500e-01 -1.50925360e-16)	0
1.28            	mag(U)          	5.41133468e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.54380237e+00	(6.57812500e-01 2.07812500e-01 4.23240404e-19)	6
1.28            	rho             	1.27113397e-02	(6.23437500e-01 2.01562500e-01 3.54775044e-19)	6	9.98662510e+00	(8.92187500e-01 9.98437500e-01 1.51490751e-16)	0
1.28            	p               	6.63907779e-03	(6.07812500e-01 2.01562500e-01 7.13208267e-17)	7	1.93873683e+01	(8.95312500e-01 9.98437500e-01 3.00159966e-16)	0
1.3             	mag(U)          	5.14606718e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.57250352e+00	(6.35937500e-01 2.07812500e-01 -3.76764271e-17)	6
1.3             	rho             	7.31759571e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.02289825e+01	(8.89062500e-01 9.98437500e-01 4.46329894e-19)	0
1.3             	p               	1.74207088e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	2.05924256e+01	(8.89062500e-01 9.98437500e-01 4.46329894e-19)	0
1.32            	mag(U)          	5.44051545e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.50896356e+00	(6.60937500e-01 2.07812500e-01 3.94890525e-18)	6
1.32            	rho             	1.42583900e-02	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.00002409e+01	(8.85937500e-01 9.98437500e-01 1.47711102e-16)	0
1.32            	p               	2.99921876e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	2.02033599e+01	(8.85937500e-01 9.98437500e-01 1.47711102e-16)	0
1.34            	mag(U)          	5.23950982e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.56692103e+00	(6.45312500e-01 2.07812500e-01 -1.47568348e-16)	6
1.34            	rho             	5.89302660e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	9.51211590e+00	(8.82812500e-01 9.98437500e-01 -8.77400647e-20)	0
1.34            	p               	1.40600319e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.92063902e+01	(8.82812500e-01 9.98437500e-01 -8.77400647e-20)	0
1.36            	mag(U)          	5.25226916e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.50261927e+00	(6.29687500e-01 2.10937500e-01 8.17769528e-19)	6
1.36            	rho             	1.26278955e-02	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	9.00958672e+00	(8.76562500e-01 9.98437500e-01 4.43137120e-16)	0
1.36            	p               	2.78241728e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.87695891e+01	(8.76562500e-01 9.98437500e-01 4.43137120e-16)	0
1.38            	mag(U)          	5.04051007e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.52632063e+00	(6.51562500e-01 2.07812500e-01 3.55995776e-17)	6
1.38            	rho             	5.85003441e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	8.61521719e+00	(8.82812500e-01 9.89062500e-01 2.92493653e-18)	0
1.38            	p               	2.28660085e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	1.72442203e+01	(8.73437500e-01 9.98437500e-01 1.47172012e-16)	0
1.4             	mag(U)          	5.17316342e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.50954627e+00	(6.29687500e-01 2.07812500e-01 1.42150952e-19)	6
1.4             	rho             	1.07564917e-02	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	8.54353939e+00	(8.79687500e-01 9.89062500e-01 2.98821779e-16)	0
1.4             	p               	1.42731494e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.68874254e+01	(8.70312500e-01 9.98437500e-01 -2.45692259e-18)	0
1.42            	mag(U)          	4.89487319e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.44332502e+00	(6.54687500e-01 2.07812500e-01 -6.36868387e-19)	6
1.42            	rho             	1.12323648e-02	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	8.55228945e+00	(8.73437500e-01 9.89062500e-01 3.51221270e-18)	0
1.42            	p               	5.19203094e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.60179526e+01	(8.70312500e-01 9.92187500e-01 1.48622635e-16)	0
1.44            	mag(U)          	5.00160722e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.49222242e+00	(6.32812500e-01 2.07812500e-01 -3.45784197e-17)	6
1.44            	rho             	1.03913146e-02	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	8.50263733e+00	(8.73437500e-01 9.85937500e-01 5.92897966e-19)	0
1.44            	p               	1.92797414e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.55631695e+01	(8.70312500e-01 9.89062500e-01 -1.52160145e-16)	0
1.46            	mag(U)          	5.05010150e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.44253209e+00	(6.73437500e-01 2.10937500e-01 -3.27408978e-18)	3
1.46            	rho             	1.10409538e-02	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	8.33293838e+00	(8.70312500e-01 9.85937500e-01 1.93349387e-19)	0
1.46            	p               	4.81251348e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	1.51816066e+01	(8.70312500e-01 9.85937500e-01 1.93349387e-19)	0
1.48            	mag(U)          	4.81863818e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.51423313e+00	(6.32812500e-01 2.07812500e-01 -3.45784197e-17)	6
1.48            	rho             	1.24865056e-02	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	8.14522688e+00	(8.70312500e-01 9.82812500e-01 -2.20594986e-18)	0
1.48            	p               	2.34304355e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.45456359e+01	(8.70312500e-01 9.82812500e-01 -2.20594986e-18)	0
1.5             	mag(U)          	4.96040125e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.45418832e+00	(6.39062500e-01 2.07812500e-01 3.35962129e-18)	6
1.5             	rho             	1.02574589e-02	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	7.97162600e+00	(8.67187500e-01 9.79687500e-01 2.92150924e-16)	0
1.5             	p               	4.56712260e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.41634416e+01	(8.85937500e-01 9.92187500e-01 -2.04191409e-19)	0
1.52            	mag(U)          	4.92629233e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.52685594e+00	(6.35937500e-01 2.07812500e-01 -3.76764271e-17)	6
1.52            	rho             	1.14310052e-02	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	7.80091189e+00	(8.89062500e-01 9.76562500e-01 1.51722650e-16)	0
1.52            	p               	1.93975407e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.43885565e+01	(8.45312500e-01 9.85937500e-01 -4.57171916e-19)	0
1.54            	mag(U)          	4.80870640e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.49431656e+00	(6.45312500e-01 2.07812500e-01 -1.47568348e-16)	6
1.54            	rho             	8.49747188e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	7.63589395e+00	(8.82812500e-01 9.70312500e-01 -1.48248986e-16)	0
1.54            	p               	3.20135213e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	1.40896127e+01	(8.42187500e-01 9.82812500e-01 -3.91919008e-19)	0
1.56            	mag(U)          	4.85214551e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.42383747e+00	(6.64062500e-01 2.07812500e-01 1.79957483e-18)	6
1.56            	rho             	1.13532068e-02	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	7.51710324e+00	(8.85937500e-01 9.76562500e-01 1.48068487e-16)	0
1.56            	p               	2.39313065e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.39536858e+01	(8.35937500e-01 9.82812500e-01 -2.93873400e-16)	0
1.58            	mag(U)          	4.88682823e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.49051864e+00	(6.48437500e-01 2.07812500e-01 3.60824491e-17)	6
1.58            	rho             	5.43908798e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	7.41608447e+00	(8.85937500e-01 9.70312500e-01 3.47346252e-20)	0
1.58            	p               	1.90159741e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	1.41167370e+01	(8.29687500e-01 9.79687500e-01 5.91783245e-16)	0
1.6             	mag(U)          	4.81405548e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.50327237e+00	(6.29687500e-01 2.07812500e-01 1.42150952e-19)	6
1.6             	rho             	1.17894629e-02	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	7.46255097e+00	(8.26562500e-01 9.76562500e-01 3.22610380e-18)	0
1.6             	p               	2.34473064e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.46096069e+01	(8.26562500e-01 9.76562500e-01 3.22610380e-18)	0
1.62            	mag(U)          	4.80593412e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.49359834e+00	(6.45312500e-01 2.07812500e-01 -1.47568348e-16)	6
1.62            	rho             	1.23150390e-02	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	7.45970192e+00	(8.23437500e-01 9.73437500e-01 1.32112042e-19)	0
1.62            	p               	6.44389408e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.42681066e+01	(8.23437500e-01 9.73437500e-01 1.32112042e-19)	0
1.64            	mag(U)          	4.68417569e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.43030331e+00	(6.32812500e-01 2.07812500e-01 -3.45784197e-17)	6
1.64            	rho             	1.17275333e-02	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	7.34116719e+00	(8.29687500e-01 9.67187500e-01 7.41342912e-16)	0
1.64            	p               	1.71968714e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.38375170e+01	(8.17187500e-01 9.73437500e-01 1.50141923e-18)	0
1.66            	mag(U)          	4.02986346e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.43405729e+00	(6.70312500e-01 2.10937500e-01 3.37909677e-19)	3
1.66            	rho             	6.41483208e-03	(6.17187500e-01 2.00000000e-01 5.34873072e-19)	6	7.41265987e+00	(8.17187500e-01 9.67187500e-01 -1.45726209e-16)	0
1.66            	p               	2.52539591e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	1.42600286e+01	(8.14062500e-01 9.70312500e-01 -4.32074644e-19)	0
1.68            	mag(U)          	4.86883791e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.48623945e+00	(6.29687500e-01 2.07812500e-01 1.42150952e-19)	6
1.68            	rho             	1.26449255e-02	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	7.38135410e+00	(8.17187500e-01 9.64062500e-01 -1.46293407e-16)	0
1.68            	p               	2.83547523e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.43301821e+01	(8.10937500e-01 9.67187500e-01 -2.31296463e-19)	0
1.7             	mag(U)          	4.85427250e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.43110029e+00	(6.51562500e-01 2.07812500e-01 3.55995776e-17)	6
1.7             	rho             	6.96847677e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	7.32186092e+00	(8.07812500e-01 9.64062500e-01 2.98821779e-16)	0
1.7             	p               	2.31333516e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	1.40441604e+01	(8.07812500e-01 9.64062500e-01 2.98821779e-16)	0
1.72            	mag(U)          	4.90208391e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.52051835e+00	(6.32812500e-01 2.07812500e-01 -3.45784197e-17)	6
1.72            	rho             	1.28337946e-02	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	7.33992869e+00	(8.04687500e-01 9.60937500e-01 -5.93226640e-16)	0
1.72            	p               	2.45693943e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.38496211e+01	(8.01562500e-01 9.64062500e-01 1.52569934e-16)	0
1.74            	mag(U)          	4.77918624e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.38863486e+00	(6.54687500e-01 2.07812500e-01 -6.36868387e-19)	6
1.74            	rho             	1.04208675e-02	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	7.35987263e+00	(8.01562500e-01 9.57812500e-01 1.46973242e-16)	0
1.74            	p               	4.52758403e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	1.40291362e+01	(7.98437500e-01 9.60937500e-01 1.47196106e-16)	0
1.76            	mag(U)          	4.88014722e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.48134576e+00	(6.32812500e-01 2.07812500e-01 -3.45784197e-17)	6
1.76            	rho             	1.40391034e-02	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	7.30296178e+00	(7.98437500e-01 9.54687500e-01 -3.21646645e-19)	0
1.76            	p               	2.72072467e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.39572251e+01	(7.95312500e-01 9.57812500e-01 -5.93096134e-16)	0
1.78            	mag(U)          	4.93641127e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.42178211e+00	(6.35937500e-01 2.07812500e-01 -3.76764271e-17)	6
1.78            	rho             	8.90617484e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	7.34158950e+00	(7.92187500e-01 9.54687500e-01 2.99216309e-16)	0
1.78            	p               	2.90894492e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.41953944e+01	(7.92187500e-01 9.54687500e-01 2.99216309e-16)	0
1.8             	mag(U)          	4.85623187e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.42734478e+00	(6.35937500e-01 2.07812500e-01 -3.76764271e-17)	6
1.8             	rho             	1.64946904e-02	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	7.35373684e+00	(7.89062500e-01 9.51562500e-01 -2.97830738e-16)	0
1.8             	p               	3.68576767e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.39275512e+01	(7.89062500e-01 9.51562500e-01 -2.97830738e-16)	0
1.82            	mag(U)          	4.73928457e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.43782461e+00	(6.42187500e-01 2.07812500e-01 1.46078775e-16)	6
1.82            	rho             	6.78515908e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	7.28571697e+00	(7.85937500e-01 9.48437500e-01 2.97607071e-16)	0
1.82            	p               	1.28040938e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.34300303e+01	(7.85937500e-01 9.48437500e-01 2.97607071e-16)	0
1.84            	mag(U)          	4.85722249e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.37981137e+00	(6.76562500e-01 2.10937500e-01 -8.57322829e-20)	3
1.84            	rho             	1.77919159e-02	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	7.24364403e+00	(7.82812500e-01 9.45312500e-01 3.42085863e-18)	0
1.84            	p               	3.71582060e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.37548254e+01	(7.79687500e-01 9.48437500e-01 2.27843079e-18)	0
