# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
4.62            	rho             	1.19020713e-02	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	6.44681778e+00	(5.54687500e-01 7.01562500e-01 -2.47097706e-18)	4
4.62            	p               	1.84393716e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20465414e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
4.64            	mag(U)          	4.00978720e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.30169847e+00	(6.54687500e-01 2.07812500e-01 -6.36868387e-19)	6
4.64            	rho             	1.16154498e-02	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	6.55000890e+00	(5.51562500e-01 7.01562500e-01 3.10804623e-19)	4
4.64            	p               	4.95924707e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	1.20463291e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
4.66            	mag(U)          	4.26119591e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.42344297e+00	(6.32812500e-01 2.07812500e-01 -3.45784197e-17)	6
4.66            	rho             	1.67492533e-02	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	6.36866272e+00	(5.54687500e-01 6.98437500e-01 1.32112042e-19)	4
4.66            	p               	3.56639439e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20459391e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
4.68            	mag(U)          	4.26135178e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.32177817e+00	(6.35937500e-01 2.10937500e-01 -2.57437783e-18)	6
4.68            	rho             	8.71946292e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.37992564e+00	(5.51562500e-01 6.98437500e-01 -8.87439556e-20)	4
4.68            	p               	1.85471112e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.20417164e+01	(5.85937500e-01 1.56250000e-03 3.09098008e-19)	7
4.7             	mag(U)          	4.22889452e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.34171257e+00	(6.54687500e-01 2.07812500e-01 -6.36868387e-19)	6
4.7             	rho             	1.34258465e-02	(6.23437500e-01 2.01562500e-01 3.54775044e-19)	6	6.54114834e+00	(5.48437500e-01 6.98437500e-01 2.47318562e-18)	4
4.7             	p               	6.70310944e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20470280e+01	(5.82812500e-01 1.56250000e-03 -3.69030295e-19)	7
4.72            	mag(U)          	3.95709931e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.37002321e+00	(6.32812500e-01 2.07812500e-01 -3.45784197e-17)	6
4.72            	rho             	9.83657529e-03	(6.14062500e-01 2.00000000e-01 5.34873072e-19)	6	6.43266166e+00	(5.48437500e-01 6.98437500e-01 2.47318562e-18)	4
4.72            	p               	1.20468133e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20496716e+01	(5.85937500e-01 1.56250000e-03 3.09098008e-19)	7
4.74            	mag(U)          	4.03564498e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.31026627e+00	(6.70312500e-01 2.10937500e-01 3.37909677e-19)	3
4.74            	rho             	1.21624975e-02	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	6.38493870e+00	(5.48437500e-01 6.95312500e-01 -3.22489913e-18)	4
4.74            	p               	5.84589985e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	1.20431716e+01	(5.82812500e-01 1.56250000e-03 -3.69030295e-19)	7
4.76            	mag(U)          	4.00200021e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.35655137e+00	(6.29687500e-01 2.07812500e-01 1.42150952e-19)	6
4.76            	rho             	1.43358673e-02	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	6.36731571e+00	(5.45312500e-01 6.95312500e-01 -2.88357622e-18)	4
4.76            	p               	2.13221913e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20528521e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
4.78            	mag(U)          	4.24259579e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.31921754e+00	(6.51562500e-01 2.07812500e-01 3.55995776e-17)	6
4.78            	rho             	8.96900573e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	6.45505543e+00	(5.45312500e-01 6.95312500e-01 -2.88357622e-18)	4
4.78            	p               	2.81816815e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.20526717e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
4.8             	mag(U)          	4.36500443e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.38577319e+00	(6.29687500e-01 2.07812500e-01 1.42150952e-19)	6
4.8             	rho             	1.83141003e-02	(6.23437500e-01 2.01562500e-01 3.54775044e-19)	6	6.46232276e+00	(5.45312500e-01 6.92187500e-01 2.28244635e-18)	4
4.8             	p               	4.22628510e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20664405e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
4.82            	mag(U)          	4.39693296e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.33523341e+00	(6.45312500e-01 2.04687500e-01 -1.52759468e-16)	6
4.82            	rho             	9.44085962e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.37237560e+00	(5.45312500e-01 6.92187500e-01 2.28244635e-18)	4
4.82            	p               	2.18879123e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.20580274e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
4.84            	mag(U)          	4.42551849e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.37726491e+00	(6.54687500e-01 2.07812500e-01 -6.36868387e-19)	6
4.84            	rho             	1.12907549e-02	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	6.30771773e+00	(5.45312500e-01 6.89062500e-01 -4.57171916e-19)	4
4.84            	p               	5.22029907e-03	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	1.20580084e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
4.86            	mag(U)          	4.46098519e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.33859143e+00	(6.32812500e-01 2.10937500e-01 4.19224840e-19)	6
4.86            	rho             	1.15455960e-02	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.39321407e+00	(5.42187500e-01 6.89062500e-01 -8.87439556e-20)	4
4.86            	p               	2.12439457e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20474111e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
4.88            	mag(U)          	4.50195006e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.36545628e+00	(6.51562500e-01 2.07812500e-01 3.55995776e-17)	6
4.88            	rho             	6.91919175e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	6.51471427e+00	(5.42187500e-01 6.89062500e-01 -8.87439556e-20)	4
4.88            	p               	2.97049133e-03	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	1.20465032e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
4.9             	mag(U)          	4.54964297e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.40179613e+00	(6.29687500e-01 2.07812500e-01 1.42150952e-19)	6
4.9             	rho             	1.32685151e-02	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.32861941e+00	(5.45312500e-01 6.85937500e-01 -2.57237004e-18)	4
4.9             	p               	2.96539231e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20473227e+01	(5.85937500e-01 1.56250000e-03 3.09098008e-19)	7
4.92            	mag(U)          	4.56124271e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.37108559e+00	(6.48437500e-01 2.04687500e-01 -5.20417043e-19)	6
4.92            	rho             	6.57856518e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	6.31010323e+00	(5.42187500e-01 6.85937500e-01 -2.98788450e-16)	4
4.92            	p               	1.80127648e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	1.20413642e+01	(5.82812500e-01 1.56250000e-03 -3.69030295e-19)	7
4.94            	mag(U)          	4.43820927e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.38339153e+00	(6.29687500e-01 2.07812500e-01 1.42150952e-19)	6
4.94            	rho             	1.82600233e-02	(6.23437500e-01 2.01562500e-01 3.54775044e-19)	6	6.40011165e+00	(5.39062500e-01 6.85937500e-01 -2.91642755e-16)	4
4.94            	p               	4.64452457e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20445745e+01	(5.92187500e-01 1.56250000e-03 1.75018340e-18)	7
4.96            	mag(U)          	4.19618265e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.30420589e+00	(6.51562500e-01 2.07812500e-01 3.55995776e-17)	6
4.96            	rho             	9.97010605e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.41406407e+00	(5.39062500e-01 6.85937500e-01 -2.91642755e-16)	4
4.96            	p               	2.43393806e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.20417419e+01	(5.85937500e-01 1.56250000e-03 3.09098008e-19)	7
4.98            	mag(U)          	4.72076085e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.35734717e+00	(6.54687500e-01 2.07812500e-01 -6.36868387e-19)	6
4.98            	rho             	1.16522643e-02	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	6.44939616e+00	(5.39062500e-01 6.82812500e-01 2.97428379e-16)	4
4.98            	p               	5.31473657e-03	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	1.20606776e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
5               	mag(U)          	4.78108655e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.31796730e+00	(6.54687500e-01 2.07812500e-01 -6.36868387e-19)	6
5               	rho             	1.17401991e-02	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.29610512e+00	(5.42187500e-01 6.79687500e-01 -2.90867349e-18)	4
5               	p               	2.16797816e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20477555e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
5.02            	mag(U)          	4.82090364e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.37102761e+00	(6.51562500e-01 2.07812500e-01 3.55995776e-17)	6
5.02            	rho             	6.85845545e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	6.28438987e+00	(5.39062500e-01 6.79687500e-01 -1.19804340e-18)	4
5.02            	p               	2.67509626e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	1.20584434e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
5.04            	mag(U)          	4.86194500e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.38389102e+00	(6.29687500e-01 2.07812500e-01 1.42150952e-19)	6
5.04            	rho             	1.39341748e-02	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	7	6.36484211e+00	(5.35937500e-01 6.79687500e-01 -1.20868464e-19)	4
5.04            	p               	2.86578247e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20417216e+01	(5.82812500e-01 1.56250000e-03 -3.69030295e-19)	7
5.06            	mag(U)          	4.89077647e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.33467600e+00	(6.48437500e-01 2.07812500e-01 3.60824491e-17)	6
5.06            	rho             	8.16026654e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	6.46086354e+00	(5.35937500e-01 6.79687500e-01 -1.20868464e-19)	4
5.06            	p               	2.01043677e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.20513308e+01	(5.82812500e-01 1.56250000e-03 -3.69030295e-19)	7
5.08            	mag(U)          	4.60388253e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.38650040e+00	(6.29687500e-01 2.10937500e-01 8.17769528e-19)	6
5.08            	rho             	1.60558132e-02	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	6.29682556e+00	(5.39062500e-01 6.76562500e-01 -2.81491008e-19)	4
5.08            	p               	6.07932047e-03	(6.07812500e-01 2.01562500e-01 7.13208267e-17)	7	1.20624817e+01	(5.82812500e-01 1.56250000e-03 -3.69030295e-19)	7
5.1             	mag(U)          	4.66576231e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.31780204e+00	(6.79687500e-01 2.10937500e-01 4.19224840e-19)	3
5.1             	rho             	1.02407575e-02	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.28299824e+00	(5.35937500e-01 6.76562500e-01 -8.81817767e-19)	4
5.1             	p               	2.27148774e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.20583447e+01	(5.82812500e-01 1.56250000e-03 -3.69030295e-19)	7
5.12            	mag(U)          	4.42371816e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.36751841e+00	(6.51562500e-01 2.07812500e-01 3.55995776e-17)	6
5.12            	rho             	8.77562881e-03	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	6.35622451e+00	(5.32812500e-01 6.76562500e-01 -1.46006294e-16)	4
5.12            	p               	3.60424179e-03	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	1.20514278e+01	(5.85937500e-01 1.56250000e-03 3.09098008e-19)	7
5.14            	mag(U)          	4.40518646e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.36448428e+00	(6.29687500e-01 2.10937500e-01 8.17769528e-19)	6
5.14            	rho             	1.19830444e-02	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.39408461e+00	(5.32812500e-01 6.76562500e-01 -1.46006294e-16)	4
5.14            	p               	2.49069466e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20437638e+01	(5.85937500e-01 1.56250000e-03 3.09098008e-19)	7
5.16            	mag(U)          	4.77350141e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.36436216e+00	(6.48437500e-01 2.07812500e-01 3.60824491e-17)	6
5.16            	rho             	6.54595325e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	6.35426606e+00	(5.32812500e-01 6.73437500e-01 -9.57711919e-20)	4
5.16            	p               	1.92350562e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	1.20571848e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
5.18            	mag(U)          	4.81785523e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.35021332e+00	(6.29687500e-01 2.10937500e-01 8.17769528e-19)	6
5.18            	rho             	1.45741584e-02	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	6.33061826e+00	(5.32812500e-01 6.73437500e-01 -9.57711919e-20)	4
5.18            	p               	3.46080637e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20509006e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
5.2             	mag(U)          	5.11652079e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.36072950e+00	(6.45312500e-01 2.07812500e-01 -1.47568348e-16)	6
5.2             	rho             	7.62041172e-03	(6.14062500e-01 2.00000000e-01 5.34873072e-19)	6	6.23822257e+00	(5.35937500e-01 6.70312500e-01 1.50898455e-16)	4
5.2             	p               	1.35636204e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.20636937e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
5.22            	mag(U)          	5.14234959e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.34077620e+00	(6.48437500e-01 2.07812500e-01 3.60824491e-17)	6
5.22            	rho             	1.34912291e-02	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	6.26783220e+00	(5.32812500e-01 6.70312500e-01 -1.46923850e-16)	4
5.22            	p               	5.84797108e-03	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	1.20548974e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
5.24            	mag(U)          	5.16291540e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.31745099e+00	(6.79687500e-01 2.10937500e-01 4.19224840e-19)	3
5.24            	rho             	1.04862656e-02	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.41226005e+00	(5.29687500e-01 6.70312500e-01 8.12750073e-19)	4
5.24            	p               	2.35073346e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.20555771e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
5.26            	mag(U)          	5.18094270e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.36774324e+00	(6.48437500e-01 2.07812500e-01 3.60824491e-17)	6
5.26            	rho             	8.37274179e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	6.37996355e+00	(5.29687500e-01 6.70312500e-01 8.12750073e-19)	4
5.26            	p               	2.96109556e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	1.20540885e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
5.28            	mag(U)          	5.19497446e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.29526358e+00	(6.48437500e-01 2.07812500e-01 3.60824491e-17)	6
5.28            	rho             	1.44841165e-02	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	7	6.23550178e+00	(5.32812500e-01 6.67187500e-01 1.51838097e-16)	4
5.28            	p               	2.58660595e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20473303e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
5.3             	mag(U)          	5.17118483e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.36951228e+00	(6.45312500e-01 2.07812500e-01 -1.47568348e-16)	6
5.3             	rho             	6.43125560e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	6.22286595e+00	(5.29687500e-01 6.67187500e-01 1.95357169e-19)	4
5.3             	p               	1.21589693e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.20488439e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
5.32            	mag(U)          	5.16922794e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.36873178e+00	(6.26562500e-01 2.10937500e-01 -4.42454875e-18)	6
5.32            	rho             	1.52350759e-02	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	6.33202458e+00	(5.26562500e-01 6.67187500e-01 -2.97238443e-16)	4
5.32            	p               	3.87432371e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20445272e+01	(5.85937500e-01 1.56250000e-03 3.09098008e-19)	7
5.34            	mag(U)          	5.11238794e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.38099978e+00	(6.45312500e-01 2.07812500e-01 -1.47568348e-16)	6
5.34            	rho             	7.79219443e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.35288224e+00	(5.26562500e-01 6.67187500e-01 -2.97238443e-16)	4
5.34            	p               	1.36819905e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.20467485e+01	(5.89062500e-01 1.56250000e-03 3.79310138e-18)	7
5.36            	mag(U)          	4.76427690e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.35658911e+00	(6.26562500e-01 2.10937500e-01 -4.42454875e-18)	6
5.36            	rho             	1.27026250e-02	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	6.35522268e+00	(5.26562500e-01 6.64062500e-01 -4.57171916e-19)	4
5.36            	p               	5.38591457e-03	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	1.20471872e+01	(5.82812500e-01 1.56250000e-03 -3.69030295e-19)	7
5.38            	mag(U)          	4.67892998e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.32779333e+00	(6.39062500e-01 2.07812500e-01 3.35962129e-18)	6
5.38            	rho             	1.06662115e-02	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.26952469e+00	(5.26562500e-01 6.64062500e-01 -4.57171916e-19)	4
5.38            	p               	2.19299990e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20498360e+01	(5.85937500e-01 1.56250000e-03 3.09098008e-19)	7
5.4             	mag(U)          	4.72468533e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.36239006e+00	(6.45312500e-01 2.07812500e-01 -1.47568348e-16)	6
5.4             	rho             	6.94812815e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	6.19200373e+00	(5.29687500e-01 6.60937500e-01 3.69291307e-18)	4
5.4             	p               	1.88447491e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	1.20469125e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
5.42            	mag(U)          	4.89522759e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.31308179e+00	(6.26562500e-01 2.10937500e-01 -4.42454875e-18)	6
5.42            	rho             	1.58409349e-02	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	6.20898714e+00	(5.26562500e-01 6.60937500e-01 -2.10957634e-18)	4
5.42            	p               	2.92973484e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20468088e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
5.44            	mag(U)          	5.22819026e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.37667109e+00	(6.45312500e-01 2.07812500e-01 -1.47568348e-16)	6
5.44            	rho             	6.70501410e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.34849267e+00	(5.23437500e-01 6.60937500e-01 -1.40946282e-19)	4
5.44            	p               	9.65521619e-04	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.20515167e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
5.46            	mag(U)          	5.14142514e-03	(5.98437500e-01 0.00000000e+00 1.40223481e-18)	7	3.31161867e+00	(6.48437500e-01 2.07812500e-01 3.60824491e-17)	6
5.46            	rho             	1.58351066e-02	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	6.37822022e+00	(5.23437500e-01 6.60937500e-01 -1.40946282e-19)	4
5.46            	p               	4.55720039e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20465991e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
5.48            	mag(U)          	5.28310632e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.35924004e+00	(6.42187500e-01 2.07812500e-01 1.46078775e-16)	6
5.48            	rho             	9.07559584e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.22253412e+00	(5.26562500e-01 6.57812500e-01 -6.55942314e-19)	4
5.48            	p               	1.78020425e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.20483423e+01	(5.92187500e-01 1.56250000e-03 1.75018340e-18)	7
5.5             	mag(U)          	5.29110109e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.33477937e+00	(6.45312500e-01 2.07812500e-01 -1.47568348e-16)	6
5.5             	rho             	1.00582935e-02	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	6.19699662e+00	(5.23437500e-01 6.57812500e-01 -3.14619408e-19)	4
5.5             	p               	3.80331175e-03	(6.17187500e-01 2.01562500e-01 4.45727560e-20)	6	1.20499032e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
5.52            	mag(U)          	5.27350940e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.35158885e+00	(6.39062500e-01 2.07812500e-01 3.35962129e-18)	6
5.52            	rho             	1.29333985e-02	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.24953145e+00	(5.20312500e-01 6.57812500e-01 2.36275762e-18)	4
5.52            	p               	2.06928796e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20460264e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
5.54            	mag(U)          	5.28554443e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.41653244e+00	(6.45312500e-01 2.07812500e-01 -1.47568348e-16)	6
5.54            	rho             	8.89678329e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.29182471e+00	(5.20312500e-01 6.57812500e-01 2.36275762e-18)	4
5.54            	p               	2.87631082e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.20489882e+01	(5.95312500e-01 1.56250000e-03 -2.48061442e-19)	7
5.56            	mag(U)          	5.27829000e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.35425855e+00	(6.29687500e-01 2.07812500e-01 1.42150952e-19)	6
5.56            	rho             	1.46515754e-02	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	7	6.25574909e+00	(5.23437500e-01 6.54687500e-01 1.50005996e-16)	4
5.56            	p               	2.63354773e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20401345e+01	(5.82812500e-01 1.56250000e-03 -3.69030295e-19)	7
5.58            	mag(U)          	5.29344601e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.41854970e+00	(6.45312500e-01 2.07812500e-01 -1.47568348e-16)	6
5.58            	rho             	7.14235024e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.30423746e+00	(5.20312500e-01 6.54687500e-01 -3.12852560e-18)	4
5.58            	p               	1.33183487e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.20505846e+01	(5.98437500e-01 1.56250000e-03 -2.71311555e-18)	7
5.6             	mag(U)          	5.28638732e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.35478213e+00	(6.48437500e-01 2.07812500e-01 3.60824491e-17)	6
5.6             	rho             	1.89478954e-02	(6.20312500e-01 2.01562500e-01 -4.07178149e-19)	6	6.16988692e+00	(5.20312500e-01 6.54687500e-01 -3.12852560e-18)	4
5.6             	p               	3.78658657e-03	(6.10937500e-01 2.01562500e-01 -3.11045557e-18)	6	1.20429773e+01	(5.85937500e-01 1.56250000e-03 3.09098008e-19)	7
5.62            	mag(U)          	5.29565892e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.41635470e+00	(6.39062500e-01 2.04687500e-01 3.86096440e-19)	6
5.62            	rho             	7.17646098e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	6.15423518e+00	(5.20312500e-01 6.51562500e-01 3.04038398e-18)	4
5.62            	p               	1.16196628e-03	(6.14062500e-01 2.01562500e-01 -1.20466908e-21)	6	1.20468271e+01	(5.95312500e-01 1.56250000e-03 -2.48061442e-19)	7
5.64            	mag(U)          	5.28785145e-03	(6.00000000e-01 1.56250000e-03 -1.15648232e-19)	7	3.34528855e+00	(6.48437500e-01 2.07812500e-01 3.60824491e-17)	6
